real_hour_sin,real_hour_cos,lux,pv_v,pv_p,home_v,home_soc,load_p,car_soc,human_soc,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h,future_pv_p,future_load_p,future_home_soc,scene_id,scene_label,real_hour,real_elapsed_s,sample_period_s
-0.533615,-0.845728,2364.200000,8.400000,8.307600,7.872000,82.000000,1.340976,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.299070,1.340794,82.170833,3,T3_noon_strong_light,14.150000,7740.000000,60
-0.537300,-0.843391,2365.266667,8.400000,8.302000,7.872667,82.041667,1.340976,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.301606,1.340794,82.200000,3,T3_noon_strong_light,14.166667,7800.000000,60
-0.540974,-0.841039,2364.966667,8.400333,8.302329,7.873000,82.062500,1.340976,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.301376,1.340794,82.212500,3,T3_noon_strong_light,14.183333,7860.000000,60
-0.544639,-0.838671,2363.300000,8.401000,8.308589,7.873000,82.062500,1.340976,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.302594,1.340812,82.237500,3,T3_noon_strong_light,14.200000,7920.000000,60
-0.548293,-0.836286,2363.300000,8.399000,8.306611,7.873667,82.104167,1.340794,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.303813,1.340812,82.262500,3,T3_noon_strong_light,14.216667,7980.000000,60
-0.551937,-0.833886,2363.300000,8.398333,8.303152,7.874000,82.125000,1.340703,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.303384,1.340849,82.270833,3,T3_noon_strong_light,14.233333,8040.000000,60
-0.555570,-0.831470,2363.300000,8.399000,8.298212,7.874000,82.125000,1.340703,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.303912,1.340903,82.287500,3,T3_noon_strong_light,14.250000,8100.000000,60
-0.559193,-0.829038,2367.233333,8.398333,8.291954,7.874000,82.125000,1.340703,68.000000,36.900000,1,0,1,0,1,0,1,0,0,8.308525,1.340940,82.325000,3,T3_noon_strong_light,14.266667,8160.000000,60
-0.562805,-0.826590,2367.533333,8.398667,8.292284,7.874333,82.145833,1.340794,68.000000,36.766667,1,0,1,0,1,0,1,0,0,8.311359,1.340903,82.345833,3,T3_noon_strong_light,14.283333,8220.000000,60
-0.566406,-0.824126,2364.200000,8.400000,8.299200,7.875000,82.187500,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.313204,1.340885,82.375000,3,T3_noon_strong_light,14.300000,8280.000000,60
-0.569997,-0.821647,2363.600000,8.403333,8.313698,7.876333,82.270833,1.340794,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.313864,1.340885,82.412500,3,T3_noon_strong_light,14.316667,8340.000000,60
-0.573576,-0.819152,2363.300000,8.403333,8.310897,7.876333,82.270833,1.340703,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.313864,1.340885,82.441667,3,T3_noon_strong_light,14.333333,8400.000000,60
-0.577145,-0.816642,2363.300000,8.400000,8.290800,7.875000,82.187500,1.340703,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.311293,1.340903,82.483333,3,T3_noon_strong_light,14.350000,8460.000000,60
-0.580703,-0.814116,2363.900000,8.402000,8.298375,7.876333,82.270833,1.340885,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.309117,1.340940,82.533333,3,T3_noon_strong_light,14.366667,8520.000000,60
-0.584250,-0.811574,2363.900000,8.403333,8.305294,7.877000,82.312500,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.309315,1.340903,82.566667,3,T3_noon_strong_light,14.383333,8580.000000,60
-0.587785,-0.809017,2363.300000,8.404000,8.311556,7.877000,82.312500,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.308062,1.340849,82.591667,3,T3_noon_strong_light,14.400000,8640.000000,60
-0.591310,-0.806445,2363.300000,8.406000,8.313534,7.877667,82.354167,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.306513,1.340812,82.620833,3,T3_noon_strong_light,14.416667,8700.000000,60
-0.594823,-0.803857,2364.433333,8.406333,8.313864,7.878000,82.375000,1.340885,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.307732,1.340812,82.641667,3,T3_noon_strong_light,14.433333,8760.000000,60
-0.598325,-0.801254,2366.700000,8.405000,8.312545,7.878000,82.375000,1.340703,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.308819,1.340830,82.654167,3,T3_noon_strong_light,14.450000,8820.000000,60
-0.601815,-0.798636,2364.433333,8.407000,8.314523,7.879333,82.458333,1.340885,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.306445,1.340885,82.666667,3,T3_noon_strong_light,14.466667,8880.000000,60
-0.605294,-0.796002,2363.300000,8.407333,8.314853,7.880000,82.500000,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.304072,1.340940,82.679167,3,T3_noon_strong_light,14.483333,8940.000000,60
-0.608761,-0.793353,2363.300000,8.406000,8.313534,7.880000,82.500000,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.303775,1.340976,82.704167,3,T3_noon_strong_light,14.500000,9000.000000,60
-0.612217,-0.790690,2362.766667,8.404667,8.301009,7.881333,82.583333,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.304797,1.340976,82.733333,3,T3_noon_strong_light,14.516667,9060.000000,60
-0.615661,-0.788011,2362.766667,8.405333,8.301668,7.882000,82.625000,1.340885,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.307467,1.340976,82.770833,3,T3_noon_strong_light,14.533333,9120.000000,60
-0.619094,-0.785317,2363.300000,8.408000,8.315512,7.882000,82.625000,1.340703,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.309445,1.340976,82.808333,3,T3_noon_strong_light,14.550000,9180.000000,60
-0.622515,-0.782608,2362.766667,8.406667,8.308589,7.882000,82.625000,1.340703,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.312048,1.340976,82.850000,3,T3_noon_strong_light,14.566667,9240.000000,60
-0.625923,-0.779884,2362.233333,8.406667,8.305787,7.882333,82.645833,1.340794,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.313004,1.340976,82.883333,3,T3_noon_strong_light,14.583333,9300.000000,60
-0.629320,-0.777146,2361.700000,8.408000,8.307104,7.883000,82.687500,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.313762,1.340976,82.912500,3,T3_noon_strong_light,14.600000,9360.000000,60
-0.632705,-0.774393,2361.700000,8.408000,8.307104,7.883000,82.687500,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.313498,1.340976,82.937500,3,T3_noon_strong_light,14.616667,9420.000000,60
-0.636078,-0.771625,2363.066667,8.407333,8.303643,7.883000,82.687500,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.314488,1.340976,82.962500,3,T3_noon_strong_light,14.633333,9480.000000,60
-0.639439,-0.768842,2365.800000,8.406000,8.296722,7.883000,82.687500,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.316500,1.340976,82.983333,3,T3_noon_strong_light,14.650000,9540.000000,60
-0.642788,-0.766044,2362.466667,8.408000,8.304301,7.884333,82.770833,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.318907,1.340976,83.004167,3,T3_noon_strong_light,14.666667,9600.000000,60
-0.646124,-0.763232,2362.200000,8.410333,8.312213,7.885333,82.833333,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.320193,1.340976,83.033333,3,T3_noon_strong_light,14.683333,9660.000000,60
-0.649448,-0.760406,2365.000000,8.413000,8.320457,7.886000,82.875000,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.320853,1.340940,83.058333,3,T3_noon_strong_light,14.700000,9720.000000,60
-0.652760,-0.757565,2364.466667,8.411667,8.313531,7.886000,82.875000,1.340976,68.000000,36.500000,1,0,1,0,1,0,1,0,0,8.321017,1.340903,83.087500,3,T3_noon_strong_light,14.716667,9780.000000,60
-0.656059,-0.754710,2363.900000,8.410667,8.309739,7.886333,82.895833,1.340976,68.000000,36.366667,1,0,1,0,1,0,1,0,0,8.319664,1.340903,83.125000,3,T3_noon_strong_light,14.733333,9840.000000,60
-0.659346,-0.751840,2363.300000,8.410000,8.309080,7.887000,82.937500,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.318047,1.340867,83.154167,3,T3_noon_strong_light,14.750000,9900.000000,60
-0.662620,-0.748956,2361.633333,8.411333,8.316005,7.887667,82.979167,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.315540,1.340830,83.170833,3,T3_noon_strong_light,14.766667,9960.000000,60
-0.665882,-0.746057,2360.533333,8.411667,8.319138,7.888000,83.000000,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.311779,1.340867,83.195833,3,T3_noon_strong_light,14.783333,10020.000000,60
-0.669131,-0.743145,2360.000000,8.411000,8.318479,7.888000,83.000000,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.312669,1.340867,83.225000,3,T3_noon_strong_light,14.800000,10080.000000,60
-0.672367,-0.740218,2348.866667,8.412333,8.319798,7.888000,83.000000,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.314946,1.340830,83.245833,3,T3_noon_strong_light,14.816667,10140.000000,60
-0.675590,-0.737277,2338.866667,8.413667,8.321116,7.888667,83.041667,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.313460,1.340867,83.258333,3,T3_noon_strong_light,14.833333,10200.000000,60
-0.678801,-0.734323,2330.000000,8.415000,8.322435,7.890000,83.125000,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.313855,1.340903,83.275000,3,T3_noon_strong_light,14.850000,10260.000000,60
-0.681998,-0.731354,2348.866667,8.415000,8.322435,7.890000,83.125000,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.315008,1.340903,83.287500,3,T3_noon_strong_light,14.866667,10320.000000,60
-0.685183,-0.728371,2358.300000,8.414667,8.319300,7.890333,83.145833,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.309893,1.340940,83.291667,3,T3_noon_strong_light,14.883333,10380.000000,60
-0.688355,-0.725374,2358.300000,8.414000,8.313032,7.891000,83.187500,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.304514,1.340940,83.287500,3,T3_noon_strong_light,14.900000,10440.000000,60
-0.691513,-0.722364,2358.900000,8.414000,8.313032,7.891000,83.187500,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.303524,1.340885,83.295833,3,T3_noon_strong_light,14.916667,10500.000000,60
-0.694658,-0.719340,2358.900000,8.413667,8.309898,7.891333,83.208333,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.302665,1.340830,83.312500,3,T3_noon_strong_light,14.933333,10560.000000,60
-0.697790,-0.716302,2358.300000,8.413000,8.303631,7.892000,83.250000,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.303687,1.340776,83.316667,3,T3_noon_strong_light,14.950000,10620.000000,60
-0.700909,-0.713250,2358.900000,8.416333,8.323754,7.892667,83.291667,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.307085,1.340739,83.325000,3,T3_noon_strong_light,14.966667,10680.000000,60
-0.704015,-0.710185,2350.300000,8.417000,8.324413,7.892667,83.291667,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.309491,1.340776,83.358333,3,T3_noon_strong_light,14.983333,10740.000000,60
-0.707107,-0.707107,2332.500000,8.415000,8.305605,7.892000,83.250000,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.308632,1.340794,83.387500,3,T3_noon_strong_light,15.000000,10800.000000,60
-0.710185,-0.704015,2349.700000,8.415667,8.311873,7.892667,83.291667,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.306388,1.340794,83.408333,3,T3_noon_strong_light,15.016667,10860.000000,60
-0.713250,-0.700909,2352.200000,8.416000,8.309397,7.893000,83.312500,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.305397,1.340794,83.454167,3,T3_noon_strong_light,15.033333,10920.000000,60
-0.716302,-0.697790,2340.000000,8.416000,8.298176,7.893000,83.312500,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.305792,1.340812,83.512500,3,T3_noon_strong_light,15.050000,10980.000000,60
-0.719340,-0.694658,2350.000000,8.415333,8.297519,7.892333,83.270833,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.306748,1.340794,83.562500,3,T3_noon_strong_light,15.066667,11040.000000,60
-0.722364,-0.691513,2348.900000,8.415667,8.300653,7.892667,83.291667,1.340703,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.307704,1.340776,83.612500,3,T3_noon_strong_light,15.083333,11100.000000,60
-0.725374,-0.688355,2336.700000,8.417000,8.307579,7.894000,83.375000,1.340703,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.307274,1.340776,83.645833,3,T3_noon_strong_light,15.100000,11160.000000,60
-0.728371,-0.685183,2350.566667,8.418333,8.314507,7.893333,83.333333,1.340703,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.304963,1.340794,83.670833,3,T3_noon_strong_light,15.116667,11220.000000,60
-0.731354,-0.681998,2357.500000,8.419000,8.315166,7.893667,83.354167,1.340794,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.304038,1.340812,83.704167,3,T3_noon_strong_light,15.133333,11280.000000,60
-0.734323,-0.678801,2357.500000,8.419000,8.309553,7.895000,83.437500,1.340976,68.000000,36.100000,1,0,1,0,1,0,1,0,0,8.303937,1.340830,83.729167,3,T3_noon_strong_light,15.150000,11340.000000,60
-0.737277,-0.675590,2357.500000,8.417000,8.296356,7.895000,83.437500,1.340794,68.000000,35.900000,1,0,1,0,1,0,1,0,0,8.305915,1.340885,83.758333,3,T3_noon_strong_light,15.166667,11400.000000,60
-0.740218,-0.672367,2358.066667,8.417000,8.296356,7.895667,83.479167,1.340703,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.307891,1.340940,83.804167,3,T3_noon_strong_light,15.183333,11460.000000,60
-0.743145,-0.669131,2359.200000,8.419000,8.309553,7.897000,83.562500,1.340703,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.310628,1.340976,83.850000,3,T3_noon_strong_light,15.200000,11520.000000,60
-0.746057,-0.665882,2359.200000,8.421000,8.317141,7.898333,83.645833,1.340885,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.309833,1.340958,83.875000,3,T3_noon_strong_light,15.216667,11580.000000,60
-0.748956,-0.662620,2359.200000,8.421000,8.314334,7.899000,83.687500,1.340885,67.666667,35.800000,1,0,1,0,1,0,1,0,0,8.306004,1.340903,83.900000,3,T3_noon_strong_light,15.233333,11640.000000,60
-0.751840,-0.659346,2359.200000,8.419000,8.301134,7.899000,83.687500,1.340703,67.000000,35.800000,1,0,1,0,1,0,1,0,0,8.303000,1.340885,83.929167,3,T3_noon_strong_light,15.250000,11700.000000,60
-0.754710,-0.656059,2358.600000,8.417667,8.294208,7.898333,83.645833,1.340703,67.666667,35.800000,1,0,1,0,1,0,1,0,0,8.302898,1.340885,83.958333,3,T3_noon_strong_light,15.266667,11760.000000,60
-0.757565,-0.652760,2358.600000,8.418667,8.297999,7.899000,83.687500,1.340794,67.666667,35.800000,1,0,1,0,1,0,1,0,0,8.304052,1.340885,83.987500,3,T3_noon_strong_light,15.283333,11820.000000,60
-0.760406,-0.649448,2359.200000,8.422000,8.312514,7.901000,83.812500,1.340976,67.000000,35.800000,1,0,1,0,1,0,1,0,0,8.305833,1.340903,84.012500,3,T3_noon_strong_light,15.300000,11880.000000,60
-0.763232,-0.646124,2361.933333,8.423333,8.313830,7.901000,83.812500,1.340976,67.666667,35.800000,1,0,1,0,1,0,1,0,0,8.309693,1.340940,84.037500,3,T3_noon_strong_light,15.316667,11940.000000,60
-0.766044,-0.642788,2363.300000,8.423333,8.311022,7.901333,83.833333,1.340976,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.311903,1.340903,84.054167,3,T3_noon_strong_light,15.333333,12000.000000,60
-0.768842,-0.639439,2363.300000,8.422000,8.304092,7.902000,83.875000,1.340976,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.312728,1.340885,84.070833,3,T3_noon_strong_light,15.350000,12060.000000,60
-0.771625,-0.636078,2363.300000,8.424000,8.311680,7.902667,83.916667,1.340976,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.310086,1.340849,84.075000,3,T3_noon_strong_light,15.366667,12120.000000,60
-0.774393,-0.632705,2361.933333,8.423667,8.308543,7.903000,83.937500,1.340885,67.666667,35.800000,1,0,1,0,1,0,1,0,0,8.305927,1.340739,84.062500,3,T3_noon_strong_light,15.383333,12180.000000,60
-0.777146,-0.629320,2359.200000,8.421000,8.294685,7.903000,83.937500,1.340703,67.000000,35.800000,1,0,1,0,1,0,1,0,0,8.302724,1.340685,84.075000,3,T3_noon_strong_light,15.400000,12240.000000,60
-0.779884,-0.625923,2359.200000,8.422333,8.295998,7.903667,83.979167,1.340885,67.000000,35.800000,1,0,1,0,1,0,1,0,0,8.301105,1.340685,84.100000,3,T3_noon_strong_light,15.416667,12300.000000,60
-0.782608,-0.622515,2351.966667,8.424333,8.303585,7.904333,84.020833,1.340976,67.333333,35.800000,1,0,1,0,1,0,1,0,0,8.299486,1.340648,84.116667,3,T3_noon_strong_light,15.433333,12360.000000,60
-0.785317,-0.619094,2337.500000,8.427000,8.317449,7.905000,84.062500,1.340976,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.295919,1.340667,84.129167,3,T3_noon_strong_light,15.450000,12420.000000,60
-0.788011,-0.615661,2337.500000,8.427000,8.317449,7.905000,84.062500,1.340976,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.293804,1.340758,84.162500,3,T3_noon_strong_light,15.466667,12480.000000,60
-0.790690,-0.612217,2336.666667,8.426333,8.313982,7.905000,84.062500,1.340885,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.293935,1.340776,84.187500,3,T3_noon_strong_light,15.483333,12540.000000,60
-0.793353,-0.608761,2335.000000,8.425000,8.307050,7.905000,84.062500,1.340703,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.295387,1.340812,84.200000,3,T3_noon_strong_light,15.500000,12600.000000,60
-0.796002,-0.605294,2350.533333,8.425667,8.307707,7.905667,84.104167,1.340885,68.000000,35.800000,1,0,1,0,1,0,1,0,0,8.296277,1.340867,84.216667,3,T3_noon_strong_light,15.516667,12660.000000,60
-0.798636,-0.601815,2358.300000,8.425000,8.304242,7.905333,84.083333,1.340794,67.666667,35.800000,1,0,1,0,1,0,1,0,0,8.297429,1.340885,84.250000,3,T3_noon_strong_light,15.533333,12720.000000,60
-0.801254,-0.598325,2358.300000,8.423000,8.296655,7.904000,84.000000,1.340430,67.000000,35.800000,1,0,1,0,1,0,1,0,0,8.298516,1.340903,84.279167,3,T3_noon_strong_light,15.550000,12780.000000,60
-0.803857,-0.594823,2358.900000,8.424333,8.297968,7.906000,84.125000,1.340612,67.000000,35.533333,1,0,1,0,1,0,1,0,0,8.297224,1.340958,84.295833,3,T3_noon_strong_light,15.566667,12840.000000,60
-0.806445,-0.591310,2360.033333,8.425333,8.298953,7.907000,84.187500,1.340703,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.294809,1.340976,84.320833,3,T3_noon_strong_light,15.583333,12900.000000,60
-0.809017,-0.587785,2361.700000,8.426000,8.299610,7.907000,84.187500,1.340703,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.292562,1.340940,84.341667,3,T3_noon_strong_light,15.600000,12960.000000,60
-0.811574,-0.584250,2361.100000,8.424000,8.286408,7.906333,84.145833,1.340885,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.292562,1.340867,84.362500,3,T3_noon_strong_light,15.616667,13020.000000,60
-0.814116,-0.580703,2359.966667,8.423667,8.286080,7.906667,84.166667,1.340885,67.333333,35.400000,1,0,1,0,1,0,1,0,0,8.292693,1.340758,84.400000,3,T3_noon_strong_light,15.633333,13080.000000,60
-0.816642,-0.577145,2358.300000,8.425000,8.298625,7.908000,84.250000,1.340703,68.000000,35.400000,1,0,1,0,1,0,1,0,0,8.293086,1.340721,84.441667,3,T3_noon_strong_light,15.650000,13140.000000,60
-0.819152,-0.573576,2359.433333,8.427000,8.306213,7.908000,84.250000,1.340885,67.333333,35.400000,1,0,1,0,1,0,1,0,0,8.292721,1.340721,84.475000,3,T3_noon_strong_light,15.666667,13200.000000,60
-0.821647,-0.569997,2359.433333,8.427667,8.304061,7.908333,84.270833,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.291494,1.340758,84.500000,3,T3_noon_strong_light,15.683333,13260.000000,60
-0.824126,-0.566406,2358.300000,8.427000,8.292168,7.909000,84.312500,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.289406,1.340830,84.525000,3,T3_noon_strong_light,15.700000,13320.000000,60
-0.826590,-0.562805,2358.300000,8.426333,8.291512,7.909000,84.312500,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.287514,1.340940,84.550000,3,T3_noon_strong_light,15.716667,13380.000000,60
-0.829038,-0.559193,2358.300000,8.427000,8.292168,7.909333,84.333333,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.286614,1.340976,84.591667,3,T3_noon_strong_light,15.733333,13440.000000,60
-0.831470,-0.555570,2358.300000,8.429000,8.294136,7.910000,84.375000,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.283177,1.340976,84.616667,3,T3_noon_strong_light,15.750000,13500.000000,60
-0.833886,-0.551937,2359.433333,8.427667,8.292824,7.910000,84.375000,1.340794,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.280171,1.340976,84.650000,3,T3_noon_strong_light,15.766667,13560.000000,60
-0.836286,-0.548293,2360.000000,8.427000,8.292168,7.910667,84.416667,1.340612,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.279674,1.340976,84.691667,3,T3_noon_strong_light,15.783333,13620.000000,60
-0.838671,-0.544639,2360.000000,8.427000,8.292168,7.912000,84.500000,1.340430,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.278981,1.340976,84.725000,3,T3_noon_strong_light,15.800000,13680.000000,60
-0.841039,-0.540974,2359.466667,8.429000,8.294136,7.912667,84.541667,1.340794,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.276405,1.340976,84.733333,3,T3_noon_strong_light,15.816667,13740.000000,60
-0.843391,-0.537300,2358.633333,8.430000,8.292310,7.912667,84.541667,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.275739,1.340976,84.750000,3,T3_noon_strong_light,15.833333,13800.000000,60
-0.845728,-0.533615,2357.500000,8.430000,8.286690,7.912000,84.500000,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.275504,1.340940,84.783333,3,T3_noon_strong_light,15.850000,13860.000000,60
-0.848048,-0.529919,2357.500000,8.430667,8.281725,7.912667,84.541667,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.274942,1.340903,84.816667,3,T3_noon_strong_light,15.866667,13920.000000,60
-0.850352,-0.526214,2357.500000,8.431667,8.282707,7.914000,84.625000,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.277021,1.340903,84.858333,3,T3_noon_strong_light,15.883333,13980.000000,60
-0.852640,-0.522499,2357.500000,8.433000,8.289639,7.916000,84.750000,1.340976,67.000000,35.400000,1,0,1,0,1,0,1,0,0,8.278604,1.340903,84.891667,3,T3_noon_strong_light,15.900000,14040.000000,60
-0.854912,-0.518773,2358.033333,8.429667,8.275123,7.914667,84.666667,1.340976,67.000000,35.200000,1,0,1,0,1,0,1,0,0,8.280055,1.340903,84.937500,3,T3_noon_strong_light,15.916667,14100.000000,60
-0.857167,-0.515038,2358.033333,8.429000,8.271659,7.914667,84.666667,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.280513,1.340940,84.983333,3,T3_noon_strong_light,15.933333,14160.000000,60
-0.859406,-0.511293,2357.500000,8.431000,8.279242,7.916000,84.750000,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.279912,1.340976,85.012500,3,T3_noon_strong_light,15.950000,14220.000000,60
-0.861629,-0.507538,2357.500000,8.431000,8.279242,7.916667,84.791667,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.276735,1.340976,85.025000,3,T3_noon_strong_light,15.966667,14280.000000,60
-0.863836,-0.503774,2358.900000,8.431333,8.276759,7.916667,84.791667,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.274551,1.340976,85.045833,3,T3_noon_strong_light,15.983333,14340.000000,60
-0.866025,-0.500000,2361.700000,8.432000,8.271792,7.916000,84.750000,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.273885,1.340976,85.079167,3,T3_noon_strong_light,16.000000,14400.000000,60
-0.868199,-0.496217,2358.366667,8.430667,8.270484,7.917333,84.833333,1.340794,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.274735,1.340994,85.104167,3,T3_noon_strong_light,16.016667,14460.000000,60
-0.870356,-0.492424,2357.233333,8.431000,8.276432,7.918667,84.916667,1.340794,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.275585,1.341049,85.129167,3,T3_noon_strong_light,16.033333,14520.000000,60
-0.872496,-0.488621,2358.300000,8.433000,8.289639,7.920000,85.000000,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.276370,1.341103,85.162500,3,T3_noon_strong_light,16.050000,14580.000000,60
-0.874620,-0.484810,2357.233333,8.433667,8.284672,7.919333,84.958333,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.277024,1.341140,85.204167,3,T3_noon_strong_light,16.066667,14640.000000,60
-0.876727,-0.480989,2357.233333,8.433667,8.279049,7.919667,84.979167,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.277024,1.341140,85.237500,3,T3_noon_strong_light,16.083333,14700.000000,60
-0.878817,-0.477159,2358.300000,8.433000,8.272773,7.921000,85.062500,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.277024,1.341122,85.270833,3,T3_noon_strong_light,16.100000,14760.000000,60
-0.880891,-0.473320,2358.300000,8.433667,8.273427,7.921000,85.062500,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.277220,1.341067,85.312500,3,T3_noon_strong_light,16.116667,14820.000000,60
-0.882948,-0.469472,2357.466667,8.434000,8.273754,7.921000,85.062500,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.277809,1.341012,85.354167,3,T3_noon_strong_light,16.133333,14880.000000,60
-0.884988,-0.465615,2355.800000,8.434000,8.273754,7.921000,85.062500,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.278397,1.341012,85.387500,3,T3_noon_strong_light,16.150000,14940.000000,60
-0.887011,-0.461749,2356.933333,8.436000,8.275716,7.922333,85.145833,1.340976,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.277861,1.341049,85.412500,3,T3_noon_strong_light,16.166667,15000.000000,60
-0.889017,-0.457874,2356.933333,8.437333,8.277024,7.923000,85.187500,1.341067,67.000000,35.100000,1,0,1,0,1,0,1,0,0,8.274421,1.341049,85.429167,3,T3_noon_strong_light,16.183333,15060.000000,60
